iter	Passed	Remaining
460	791	925
461	793	924
462	795	922
463	797	920
464	798	918
465	800	917
466	802	915
467	803	913
468	805	911
469	806	909
470	808	907
471	809	905
472	811	903
473	812	901
474	814	899
475	815	897
476	816	895
477	818	893
478	819	891
479	821	889
480	822	887
481	824	885
482	825	883
483	827	882
484	828	879
485	830	878
486	831	875
487	832	873
488	834	871
489	835	869
490	837	868
491	839	866
492	841	865
493	842	863
494	845	862
495	846	860
496	848	858
497	849	856
498	850	854
499	851	851
500	853	849
501	854	847
502	855	845
503	857	843
504	858	841
505	859	839
506	860	837
507	862	834
508	863	833
509	865	831
510	866	829
511	867	827
512	869	825
513	870	823
514	872	821
515	873	819
516	875	817
517	876	816
518	878	813
519	879	811
520	880	809
521	882	807
522	883	805
523	884	803
524	886	801
525	887	799
526	888	797
527	890	795
528	891	793
529	893	792
530	894	790
531	895	788
532	897	786
533	898	784
534	899	782
535	901	780
536	903	778
537	904	776
538	905	774
539	907	772
540	908	770
541	910	769
542	911	767
543	912	765
544	914	763
545	915	761
546	917	759
547	919	758
548	921	756
549	922	754
550	923	752
551	924	750
552	926	748
553	927	746
554	928	744
555	930	742
556	931	740
557	933	739
558	934	737
559	936	736
560	938	734
561	939	732
562	940	730
563	942	728
564	943	726
565	944	724
566	945	722
567	947	720
568	948	718
569	949	716
570	951	714
571	952	712
572	953	710
573	954	708
574	956	706
575	957	704
576	958	702
577	960	701
578	961	699
579	963	697
580	964	695
581	966	693
582	967	692
583	969	690
584	970	688
585	972	686
586	973	684
587	974	683
588	976	681
589	978	679
590	979	678
591	981	676
592	982	674
593	983	672
594	985	670
595	986	668
596	987	666
597	989	664
598	990	662
599	991	661
600	992	659
601	994	657
602	995	655
603	997	653
604	999	652
605	1000	650
606	1001	648
607	1002	646
608	1003	644
609	1005	642
610	1006	640
611	1007	638
612	1009	637
613	1010	635
614	1012	633
615	1013	631
616	1014	629
617	1015	627
618	1016	625
619	1018	623
620	1019	622
621	1020	620
622	1021	618
623	1023	616
624	1024	614
625	1025	612
626	1026	610
627	1028	609
628	1029	607
629	1030	605
630	1032	603
631	1033	601
632	1034	599
633	1036	598
634	1037	596
635	1038	594
636	1040	592
637	1041	590
638	1042	589
639	1044	587
640	1045	585
641	1046	583
642	1047	581
643	1048	579
644	1050	577
645	1051	576
646	1052	574
647	1054	572
648	1055	570
649	1056	569
650	1058	567
651	1059	565
652	1060	563
653	1061	561
654	1063	559
655	1064	558
656	1065	556
657	1066	554
658	1068	552
659	1069	550
660	1070	548
661	1071	547
662	1073	545
663	1074	543
664	1075	542
665	1077	540
666	1078	538
667	1079	536
668	1081	534
669	1082	533
670	1083	531
671	1085	529
672	1086	527
673	1087	525
674	1088	524
675	1089	522
676	1090	520
677	1092	518
678	1093	516
679	1094	515
680	1096	513
681	1097	511
682	1098	509
683	1099	508
684	1101	506
685	1102	504
686	1103	502
687	1104	501
688	1106	499
689	1107	497
690	1108	495
691	1109	493
692	1110	492
693	1112	490
694	1113	488
695	1114	486
696	1115	485
697	1117	483
698	1118	481
699	1119	479
700	1120	477
701	1121	476
702	1123	474
703	1124	472
704	1125	470
705	1126	469
706	1128	467
707	1129	465
708	1130	463
709	1131	462
710	1132	460
711	1134	458
712	1135	457
713	1136	455
714	1137	453
715	1139	451
716	1141	450
717	1142	448
718	1144	447
719	1145	445
720	1146	443
721	1147	441
722	1148	440
723	1150	438
724	1151	436
725	1152	434
726	1153	433
727	1154	431
728	1156	429
729	1157	428
730	1158	426
731	1159	424
732	1160	422
733	1162	421
734	1163	419
735	1164	417
736	1165	416
737	1167	414
738	1168	412
739	1169	410
740	1170	409
741	1171	407
742	1173	405
743	1174	404
744	1175	402
745	1176	400
746	1177	398
747	1179	397
748	1180	395
749	1181	393
750	1183	392
751	1184	390
752	1185	388
753	1186	387
754	1188	385
755	1189	383
756	1190	382
757	1191	380
758	1192	378
759	1194	377
760	1195	375
761	1196	373
762	1197	372
763	1198	370
764	1200	368
765	1201	366
766	1202	365
767	1203	363
768	1204	361
769	1206	360
770	1207	358
771	1208	356
772	1209	355
773	1210	353
774	1212	351
775	1213	350
776	1214	348
777	1215	346
778	1216	345
779	1218	343
780	1219	341
781	1220	340
782	1221	338
783	1222	336
784	1224	335
785	1225	333
786	1226	331
787	1227	330
788	1229	328
789	1230	327
790	1231	325
791	1232	323
792	1233	322
793	1234	320
794	1236	318
795	1237	317
796	1238	315
797	1239	313
798	1241	312
799	1242	310
800	1243	308
801	1244	307
802	1245	305
803	1247	304
804	1248	302
805	1249	300
806	1251	299
807	1252	297
808	1253	296
809	1255	294
810	1257	292
811	1258	291
812	1259	289
813	1260	288
814	1261	286
815	1263	284
816	1264	283
817	1266	281
818	1267	280
819	1269	278
820	1270	277
821	1271	275
822	1273	273
823	1274	272
824	1275	270
825	1276	268
826	1277	267
827	1279	265
828	1280	264
829	1281	262
830	1282	260
831	1283	259
832	1285	257
833	1286	256
834	1287	254
835	1289	252
836	1290	251
837	1291	249
838	1292	248
839	1294	246
840	1295	244
841	1296	243
842	1297	241
843	1298	240
844	1300	238
845	1301	236
846	1302	235
847	1303	233
848	1304	232
849	1306	230
850	1307	228
851	1308	227
852	1310	225
853	1311	224
854	1312	222
855	1313	221
856	1315	219
857	1316	217
858	1317	216
859	1318	214
860	1320	213
861	1321	211
862	1322	209
863	1324	208
864	1325	206
865	1326	205
866	1327	203
867	1328	202
868	1330	200
869	1331	199
870	1333	197
871	1334	195
872	1335	194
873	1337	192
874	1338	191
875	1339	189
876	1340	188
877	1341	186
878	1343	184
879	1344	183
880	1345	181
881	1347	180
882	1348	178
883	1349	177
884	1350	175
885	1352	173
886	1353	172
887	1354	170
888	1355	169
889	1356	167
890	1358	166
891	1359	164
892	1360	163
893	1361	161
894	1363	159
895	1364	158
896	1365	156
897	1366	155
898	1367	153
899	1368	152
900	1370	150
901	1371	148
902	1372	147
903	1373	145
904	1374	144
905	1376	142
906	1377	141
907	1378	139
908	1379	138
909	1380	136
910	1382	135
911	1383	133
912	1384	131
913	1385	130
914	1386	128
915	1388	127
916	1389	125
917	1390	124
918	1391	122
919	1393	121
920	1394	119
921	1395	118
922	1396	116
923	1397	114
924	1398	113
925	1400	111
926	1401	110
927	1402	108
928	1403	107
929	1404	105
930	1406	104
931	1407	102
932	1408	101
933	1409	99
934	1411	98
935	1412	96
936	1413	95
937	1414	93
938	1416	91
939	1417	90
940	1418	88
941	1419	87
942	1421	85
943	1422	84
944	1423	82
945	1424	81
946	1426	79
947	1427	78
948	1428	76
949	1429	75
950	1431	73
951	1432	72
952	1433	70
953	1434	69
954	1436	67
955	1437	66
956	1438	64
957	1439	63
958	1440	61
959	1441	60
960	1443	58
961	1444	57
962	1445	55
963	1446	54
964	1447	52
965	1449	51
966	1450	49
967	1451	47
968	1452	46
969	1454	44
970	1455	43
971	1456	41
972	1457	40
973	1458	38
974	1460	37
975	1461	35
976	1462	34
977	1463	32
978	1464	31
979	1466	29
980	1467	28
981	1468	26
982	1469	25
983	1470	23
984	1472	22
985	1473	20
986	1474	19
987	1475	17
988	1477	16
989	1478	14
990	1479	13
991	1480	11
992	1482	10
993	1483	8
994	1484	7
995	1485	5
996	1486	4
997	1488	2
998	1489	1
999	1490	0
